incident_id,disaster_type,incident_type,people_affected,people_trapped,injured_people,missing_people,children_affected,elderly_affected,water_level_m,flooded_area_percent,road_status,house_damage,evacuation_route_available,power_available,communication_available,medical_required,medical_severity,ambulance_required,latitude,longitude,nearest_hospital_km,nearest_shelter_km,nearest_rescue_team_km,population_density,priority
UKD-003772,Landslide,Trapped People,78,70,3,0,13,6,0.63,12.33,Blocked,Severe,0,1,1,1,Moderate,1,30.324642,78.989983,15.27,8.55,13.09,132,P2
UKD-003216,Landslide,Infrastructure Damage,63,16,3,0,11,2,0.37,8.39,Partially Blocked,Minor,1,1,1,1,Moderate,1,30.282029,78.567787,23.03,17.84,22.31,226,P2
UKD-002334,Flood,Flooded Road,13,0,0,0,4,2,1.91,28.19,Open,None,1,1,1,0,None,0,30.018964,78.180035,6.53,3.15,4.35,1364,P2
UKD-005982,Landslide,Infrastructure Damage,12,2,0,1,3,1,0.23,4.6,Partially Blocked,Moderate,1,1,1,0,None,0,30.129604,79.851605,10.94,5.62,11.69,158,P3
UKD-004095,Flood,Damaged House,18,1,1,0,2,2,0.81,27.84,Open,Moderate,1,1,0,0,None,0,29.390753,79.551482,6.87,4.52,4.52,1017,P3
UKD-002145,Landslide,Trapped People,84,50,1,3,8,6,0.53,8.92,Partially Blocked,Moderate,0,1,0,1,Low,0,30.589671,78.308671,9.7,9.28,30.0,154,P2
UKD-002981,Landslide,Evacuation Request,74,20,0,7,5,13,0.49,9.01,Partially Blocked,Minor,1,1,0,1,Low,0,30.01995,78.060709,4.67,7.22,3.13,2161,P2
UKD-000211,Landslide,Damaged House,40,22,5,3,7,3,0.64,14.4,Partially Blocked,Severe,0,0,0,1,Moderate,1,29.51138,79.493515,10.47,3.23,20.61,452,P1
UKD-005608,Flood,Flooded Road,20,0,0,1,4,1,1.27,27.7,Partially Blocked,None,1,0,0,0,None,0,30.378877,79.703656,13.01,2.85,14.93,260,P3
UKD-004997,Flood,Waterlogging,32,1,0,0,5,1,2.81,38.97,Partially Blocked,Moderate,1,1,1,1,Moderate,1,29.989035,78.212221,5.5,9.91,3.34,1421,P3
UKD-003107,Landslide,Trapped People,40,10,1,3,10,3,0.32,9.64,Open,Moderate,1,0,1,1,Moderate,1,30.356618,78.056931,12.23,2.25,1.29,3182,P2
UKD-000074,Flood,Trapped People,174,81,3,3,6,7,3.74,63.98,Blocked,Severe,0,0,1,1,Moderate,0,28.965521,79.555457,2.76,1.07,4.67,543,P1
UKD-005766,Cloudburst,Damaged House,97,27,1,3,11,6,2.17,30.21,Partially Blocked,Moderate,1,1,1,0,None,0,30.147676,79.073235,3.1,13.12,7.3,367,P3
UKD-002829,Landslide,Infrastructure Damage,117,66,7,3,8,6,0.67,16.62,Blocked,Severe,0,0,0,1,Low,0,29.078275,79.621815,2.12,6.75,2.65,1819,P2
UKD-004783,Flood,Damaged House,41,6,0,2,9,2,1.58,25.08,Partially Blocked,Minor,1,0,0,0,None,0,30.299667,78.163767,3.16,3.72,8.78,521,P3
UKD-005945,Earthquake,Damaged House,1,0,0,0,0,1,0.02,0.25,Open,Moderate,1,1,1,0,None,0,30.209016,78.004871,2.39,4.73,3.71,3309,P3
UKD-004247,Earthquake,Trapped People,8,3,0,0,2,4,0.01,0.35,Partially Blocked,Minor,1,1,1,0,None,0,30.169511,78.003844,4.16,2.08,5.67,558,P3
UKD-002822,Flood,Waterlogging,26,6,2,3,7,2,2.43,60.82,Open,Moderate,0,1,0,1,Moderate,0,30.395464,78.384646,5.09,7.78,9.37,207,P2
UKD-003306,Flood,Waterlogging,8,0,0,0,1,1,1.65,29.02,Partially Blocked,Minor,1,1,1,0,None,0,29.93854,78.104281,2.6,5.3,10.25,884,P2
UKD-005595,Flood,Flooded Road,60,18,0,1,7,7,2.19,50.37,Blocked,None,0,1,1,0,None,0,29.959311,78.158962,2.28,7.16,0.5,2678,P3
UKD-002146,Flood,Trapped People,49,21,2,1,6,2,1.96,61.89,Open,Minor,1,0,1,0,None,0,30.385831,78.11539,3.95,1.8,3.41,1837,P2
UKD-001232,Earthquake,Evacuation Request,200,41,7,3,7,5,0.13,3.92,Partially Blocked,Severe,1,0,1,1,Critical,1,29.642708,80.221385,18.8,3.13,4.35,494,P1
UKD-005353,Cloudburst,Injured Person,26,15,4,2,3,9,2.0,45.11,Blocked,Moderate,0,1,0,1,Critical,1,28.954113,79.510658,8.08,4.53,1.7,1227,P3
UKD-003341,Landslide,Injured Person,53,30,9,0,17,7,0.8,11.87,Blocked,Moderate,0,1,1,1,Critical,1,29.634311,80.129809,17.17,20.0,4.32,738,P2
UKD-005867,Landslide,Infrastructure Damage,46,27,2,1,7,4,0.73,10.57,Blocked,Minor,0,1,1,0,None,0,30.394764,78.568001,8.32,17.3,2.97,504,P3
UKD-004392,Landslide,Damaged House,30,11,0,0,6,2,0.33,4.87,Blocked,None,0,1,1,1,Low,0,29.38113,80.013513,9.5,19.27,4.27,793,P3
UKD-000114,Landslide,Evacuation Request,97,58,6,3,14,3,0.55,13.12,Blocked,Moderate,0,1,0,1,Low,0,30.567582,79.470261,14.25,9.41,11.45,362,P1
UKD-005087,Landslide,Flooded Road,6,0,0,1,2,0,1.0,18.85,Open,None,1,1,1,0,None,0,29.61684,80.169137,10.3,11.71,12.52,293,P3
UKD-004260,Cloudburst,Injured Person,6,0,3,0,2,0,0.86,16.51,Open,None,1,1,1,1,Moderate,1,30.497102,79.055654,6.16,3.81,15.66,200,P3
UKD-005442,Flood,Flooded Road,34,5,1,3,7,6,2.7,52.59,Partially Blocked,Minor,0,1,1,0,None,0,28.985933,79.467122,5.0,1.91,4.98,1815,P3
UKD-003196,Landslide,Trapped People,21,8,1,1,0,3,0.31,9.45,Partially Blocked,None,1,0,0,1,Low,0,30.751058,78.357413,18.63,8.76,15.36,196,P2
UKD-002457,Earthquake,Trapped People,44,16,3,1,9,8,0.07,1.9,Open,None,1,0,1,1,Low,0,30.372733,79.565085,2.78,13.86,6.74,336,P2
UKD-002949,Flood,Evacuation Request,69,41,1,1,7,4,2.46,63.85,Blocked,Minor,0,0,1,1,Low,0,29.608214,79.659368,3.85,8.22,6.78,822,P2
UKD-001840,Earthquake,Injured Person,20,10,7,1,4,1,0.17,2.4,Blocked,Moderate,0,0,1,1,Critical,1,30.316325,78.887838,16.24,3.41,26.32,98,P1
UKD-001963,Earthquake,Injured Person,71,29,3,2,7,4,0.11,2.31,Blocked,Moderate,1,0,0,1,Moderate,1,30.383748,78.001378,7.94,0.79,1.32,2159,P1
UKD-001893,Earthquake,Injured Person,66,47,13,3,6,6,0.16,3.35,Blocked,Severe,0,1,1,1,Critical,1,29.319583,80.203048,16.66,8.55,8.26,924,P1
UKD-001826,Landslide,Trapped People,53,33,4,0,12,4,0.59,18.92,Partially Blocked,Severe,1,1,1,1,Moderate,1,30.510666,79.09392,7.45,7.29,14.75,281,P1
UKD-004340,Flood,Flooded Road,4,0,0,0,2,0,1.67,42.81,Partially Blocked,Moderate,0,0,1,0,None,0,30.104215,78.714588,6.93,5.07,15.68,459,P3
UKD-004447,Cloudburst,Flooded Road,85,7,2,1,9,7,2.11,33.81,Partially Blocked,None,1,1,1,1,Critical,1,29.81461,80.352492,14.98,13.12,8.15,341,P3
UKD-003459,Earthquake,Evacuation Request,103,62,3,1,8,5,0.1,2.72,Blocked,Moderate,0,1,1,1,Critical,1,29.003794,79.635949,3.7,3.75,3.83,3674,P2
UKD-003536,Flood,Damaged House,31,5,1,0,8,6,1.55,27.97,Partially Blocked,Moderate,1,1,1,1,Low,0,30.065658,78.672863,6.59,2.02,15.99,2624,P2
UKD-000253,Earthquake,Missing Person,104,43,4,8,8,7,0.19,2.49,Partially Blocked,Minor,1,1,1,1,Critical,1,30.308254,78.246731,2.63,4.13,0.72,751,P1
UKD-000351,Cloudburst,Trapped People,19,12,1,1,4,2,2.15,66.47,Open,Moderate,0,0,0,1,Moderate,1,30.059554,78.090763,3.36,0.43,3.19,4422,P1
UKD-002759,Earthquake,Evacuation Request,116,27,1,2,7,7,0.07,1.62,Partially Blocked,None,1,1,1,1,Moderate,0,29.870098,78.048879,1.46,1.99,9.59,1799,P2
UKD-004553,Landslide,Evacuation Request,45,6,1,0,9,6,0.61,12.34,Partially Blocked,Moderate,1,1,1,1,Low,0,30.226526,78.101474,2.32,2.16,6.06,660,P3
UKD-000458,Cloudburst,Injured Person,54,39,12,5,12,3,3.67,64.77,Blocked,Severe,0,0,0,1,Moderate,1,30.322812,77.99304,15.04,4.8,2.61,4168,P1
UKD-005845,Landslide,Damaged House,131,47,6,1,13,8,0.59,15.28,Partially Blocked,Severe,0,0,1,1,Critical,1,29.5571,79.644351,11.92,7.23,10.66,920,P3
UKD-000480,Landslide,Flooded Road,29,10,3,6,1,2,1.2,28.74,Partially Blocked,Minor,0,1,0,1,Critical,1,30.421155,77.910317,0.5,1.74,3.49,6701,P1
UKD-001115,Flood,Trapped People,189,86,2,4,8,5,4.38,100.0,Blocked,Minor,0,0,0,1,Moderate,1,29.615212,79.51051,12.33,16.32,5.97,504,P1
UKD-000799,Flood,Damaged House,86,41,1,6,5,3,3.93,82.85,Partially Blocked,Moderate,0,0,1,1,Moderate,1,30.038374,78.18753,3.15,0.7,1.46,1248,P1
UKD-004222,Flood,Evacuation Request,18,3,1,0,4,3,1.15,17.42,Partially Blocked,Minor,1,1,1,1,Moderate,1,28.935731,79.473905,3.47,2.33,6.22,1915,P3
UKD-002674,Flood,Waterlogging,74,14,1,0,18,10,2.13,30.99,Blocked,Minor,0,1,1,1,Low,0,30.195628,78.74498,2.25,3.86,2.47,462,P2
UKD-003096,Flood,Waterlogging,60,11,2,1,8,5,3.7,57.74,Partially Blocked,Minor,0,0,1,1,Critical,1,29.429736,79.589851,8.47,2.4,6.25,219,P2
UKD-000027,Landslide,Trapped People,108,88,5,6,15,11,0.85,21.62,Blocked,Moderate,0,0,0,1,Critical,1,30.220287,78.857634,9.48,6.49,7.71,742,P1
UKD-003076,Flood,Flooded Road,19,6,0,1,5,1,2.83,51.71,Blocked,Minor,0,0,1,1,Low,0,29.396693,79.523704,7.51,3.13,10.64,272,P2
UKD-002751,Earthquake,Evacuation Request,2,0,0,0,1,0,0.06,1.3,Blocked,None,1,1,0,0,None,0,30.319091,77.92781,3.9,10.71,8.12,2979,P2
UKD-003271,Landslide,Missing Person,63,28,2,9,8,5,0.4,9.3,Partially Blocked,Severe,0,1,1,0,None,0,29.416907,79.356279,3.47,8.22,5.39,578,P2
UKD-001748,Flood,Trapped People,53,35,1,2,12,6,4.23,51.57,Partially Blocked,Minor,0,1,0,0,None,0,28.851561,79.683003,3.42,7.71,8.46,1139,P1
UKD-001288,Landslide,Injured Person,45,29,14,3,13,4,1.02,16.1,Blocked,Severe,0,0,0,1,Critical,1,29.44202,79.529684,9.91,3.52,9.43,840,P1
UKD-001282,Landslide,Infrastructure Damage,83,43,2,0,12,4,0.79,18.56,Partially Blocked,Minor,0,1,1,1,Moderate,1,29.359162,79.497078,5.12,4.92,5.81,1056,P1
UKD-004935,Cloudburst,Flooded Road,2,0,0,0,1,0,1.47,27.74,Partially Blocked,Minor,0,1,0,0,None,0,30.30666,78.270059,11.27,4.47,6.36,302,P3
UKD-002620,Flood,Trapped People,27,7,3,1,8,3,1.58,38.91,Open,Minor,1,1,1,0,None,0,29.916614,78.158796,4.37,10.13,5.47,962,P2
UKD-002064,Flood,Trapped People,16,4,1,1,0,3,1.85,40.04,Open,Minor,1,0,1,1,Moderate,0,30.219735,78.011118,2.8,4.98,4.56,510,P2
UKD-002192,Cloudburst,Missing Person,51,12,4,10,12,8,1.4,21.3,Open,Severe,0,1,1,1,Low,1,30.263834,78.06845,5.69,2.34,2.23,959,P2
UKD-004650,Cloudburst,Damaged House,16,2,1,1,1,4,2.02,53.96,Partially Blocked,Moderate,1,0,1,1,Moderate,1,30.557883,78.221691,18.69,10.17,4.85,176,P3
UKD-005155,Flood,Damaged House,7,1,0,0,3,1,1.04,20.77,Open,None,1,1,1,0,None,0,29.921894,78.045399,4.21,0.89,3.64,2197,P3
UKD-004718,Cloudburst,Damaged House,22,4,0,1,7,2,1.46,32.6,Open,Moderate,1,1,0,1,Low,0,30.442437,79.222112,4.93,8.42,9.88,216,P3
UKD-001952,Flood,Flooded Road,163,41,1,3,13,16,3.75,81.66,Blocked,Minor,0,0,1,1,Low,1,29.344198,79.285434,14.27,4.22,7.84,1149,P1
UKD-004579,Cloudburst,Waterlogging,9,0,0,0,3,1,0.93,24.19,Open,None,1,1,1,0,None,0,30.251167,78.10898,1.35,3.95,0.6,9031,P3
UKD-002918,Earthquake,Infrastructure Damage,34,17,0,2,5,2,0.08,1.46,Partially Blocked,Minor,0,1,0,1,Low,0,29.383569,80.215739,8.13,6.3,9.18,559,P2
UKD-004936,Flood,Flooded Road,3,1,0,0,0,0,1.07,19.05,Partially Blocked,None,0,1,1,0,None,0,30.343242,78.071644,10.56,4.06,5.83,2026,P3
UKD-000608,Flood,Missing Person,46,32,3,8,8,9,4.05,59.19,Blocked,Moderate,0,1,1,1,Moderate,1,29.372068,79.956876,8.86,4.79,11.61,468,P1
UKD-004094,Flood,Damaged House,16,1,0,0,4,3,1.08,21.16,Open,Minor,1,1,1,0,None,0,28.971469,79.388092,2.12,2.52,8.86,482,P3
UKD-004804,Flood,Infrastructure Damage,23,3,1,1,6,3,1.13,22.14,Partially Blocked,Minor,1,1,1,1,Moderate,1,29.442118,79.425131,30.0,4.87,10.97,1426,P3
UKD-003405,Landslide,Missing Person,102,48,2,6,8,9,0.62,15.32,Partially Blocked,Moderate,0,0,0,1,Critical,1,30.261725,77.987635,7.88,9.54,4.36,1334,P2
UKD-005857,Flood,Flooded Road,8,0,0,0,1,0,1.2,28.51,Open,Minor,1,1,1,0,None,0,30.322759,78.971729,8.57,19.63,6.86,129,P3
UKD-003942,Flood,Flooded Road,33,7,2,3,4,3,2.83,55.01,Blocked,Minor,0,1,1,1,Low,1,29.935702,78.105907,4.18,7.0,4.83,768,P2
UKD-004853,Cloudburst,Missing Person,55,30,2,7,7,2,2.16,35.06,Blocked,Minor,0,0,1,0,None,0,28.893736,79.417203,8.9,1.92,5.76,1614,P3
UKD-005894,Flood,Infrastructure Damage,9,1,1,0,3,1,0.84,17.92,Partially Blocked,Severe,1,1,0,1,Low,0,30.135826,78.183557,2.69,0.49,4.09,859,P3
UKD-004507,Earthquake,Trapped People,13,5,0,0,2,1,0.03,0.72,Open,Moderate,1,1,1,0,None,0,29.323577,79.373119,5.45,1.06,9.77,1832,P3
UKD-000204,Cloudburst,Damaged House,39,20,3,4,6,1,2.37,52.94,Blocked,Moderate,0,0,0,1,Moderate,1,30.394578,77.974102,3.45,0.83,4.32,606,P1
UKD-000340,Earthquake,Damaged House,147,42,3,2,20,8,0.1,2.01,Partially Blocked,Moderate,0,1,1,1,Moderate,1,29.533847,79.667297,8.32,2.0,10.62,244,P1
UKD-000838,Flood,Injured Person,15,10,4,0,4,1,2.78,72.23,Blocked,Moderate,0,1,1,1,Moderate,1,30.053533,78.20628,4.86,2.03,8.02,1355,P1
UKD-004360,Landslide,Damaged House,49,10,0,0,7,5,0.25,4.94,Partially Blocked,Minor,1,0,1,1,Low,1,30.369769,78.037439,2.86,1.33,1.73,3773,P3
UKD-000388,Flood,Injured Person,57,21,11,1,9,6,2.85,61.42,Blocked,Moderate,1,0,1,1,Critical,1,28.92989,79.535966,2.73,2.27,3.06,2581,P1
UKD-004153,Flood,Waterlogging,31,1,0,1,4,1,3.07,73.25,Open,Minor,0,1,1,1,Moderate,1,29.391595,80.173044,17.44,9.01,11.61,591,P3
UKD-004823,Landslide,Trapped People,31,12,4,2,4,1,0.24,6.88,Open,Severe,0,1,1,1,Moderate,1,30.10931,79.10285,7.22,8.22,8.96,237,P3
UKD-002577,Flood,Injured Person,60,15,8,1,12,8,3.09,49.55,Open,Moderate,1,1,0,1,Moderate,0,30.032846,78.204415,5.22,0.92,8.36,762,P2
UKD-003784,Flood,Evacuation Request,120,40,2,3,3,6,1.82,46.05,Open,Moderate,0,0,0,1,Low,0,29.98403,78.030997,2.69,2.04,2.5,1829,P2
UKD-003024,Landslide,Missing Person,69,22,0,7,9,8,0.41,10.81,Partially Blocked,Moderate,0,1,1,1,Moderate,1,30.211804,79.029777,14.41,2.69,4.71,296,P2
UKD-003427,Earthquake,Injured Person,8,3,3,1,4,0,0.07,1.47,Partially Blocked,Moderate,1,1,1,1,Low,0,30.447655,78.617451,10.4,15.68,11.21,127,P2
UKD-003384,Flood,Damaged House,13,1,1,1,0,2,1.41,23.07,Open,Minor,1,1,1,1,Low,0,28.911615,79.665472,1.25,11.18,7.84,1565,P2
UKD-004666,Flood,Damaged House,16,5,3,1,2,6,3.33,59.48,Partially Blocked,Severe,1,1,1,1,Moderate,0,29.597867,80.086135,13.62,13.19,26.74,251,P3
UKD-002234,Flood,Flooded Road,54,11,2,1,10,2,3.06,65.02,Blocked,Severe,1,1,1,1,Low,0,29.114339,79.496206,9.88,9.31,7.12,2313,P2
UKD-001651,Earthquake,Missing Person,159,65,6,8,12,4,0.13,2.45,Blocked,Severe,0,1,1,1,Low,1,29.380101,79.296358,3.18,3.13,8.21,984,P1
UKD-003248,Landslide,Injured Person,7,1,1,0,0,0,0.16,4.71,Open,Minor,1,1,1,1,Low,0,30.516645,78.303566,9.27,17.21,5.13,218,P2
UKD-004907,Earthquake,Injured Person,2,0,1,0,0,0,0.01,0.36,Open,None,1,1,1,1,Low,0,30.323065,79.084049,9.65,7.72,7.11,95,P3
UKD-000678,Earthquake,Injured Person,26,16,6,1,2,2,0.17,3.56,Blocked,Moderate,0,0,1,1,Low,1,30.40277,79.351286,4.2,3.43,15.1,409,P1
UKD-003862,Earthquake,Trapped People,8,5,0,0,0,0,0.07,1.44,Partially Blocked,Moderate,1,1,1,0,None,0,30.229136,78.633652,8.27,1.62,12.09,206,P2
UKD-001540,Landslide,Damaged House,60,32,5,2,14,4,0.72,12.38,Partially Blocked,Severe,0,0,0,1,Moderate,1,29.712146,80.486703,19.51,6.19,21.48,284,P1
UKD-001917,Cloudburst,Infrastructure Damage,101,63,6,3,5,13,3.78,60.57,Blocked,Severe,0,0,1,1,Critical,1,30.319502,77.939089,5.15,3.87,1.42,1361,P1
UKD-000062,Cloudburst,Evacuation Request,200,63,7,3,6,3,3.16,60.82,Blocked,Severe,0,0,1,1,Critical,1,29.002209,79.484175,15.39,6.69,4.76,3404,P1
UKD-003660,Landslide,Damaged House,30,16,2,2,5,5,0.52,8.38,Blocked,Severe,1,1,1,1,Moderate,0,29.505914,80.190678,2.75,12.68,9.16,271,P2
UKD-004138,Landslide,Evacuation Request,18,9,0,1,4,1,0.36,5.4,Partially Blocked,Minor,0,1,1,0,None,0,29.630472,80.254605,18.16,11.87,25.59,545,P3
UKD-004358,Cloudburst,Injured Person,8,0,3,0,1,1,0.73,16.63,Partially Blocked,None,1,1,1,1,Low,0,30.228554,78.969405,2.0,4.12,8.96,215,P3
UKD-001481,Cloudburst,Trapped People,105,85,5,1,14,3,2.08,47.04,Blocked,Moderate,0,0,1,1,Low,1,29.627482,80.383733,16.8,5.82,11.92,249,P1
UKD-000791,Flood,Flooded Road,140,33,6,4,10,7,4.64,100.0,Blocked,Severe,0,0,0,1,Low,0,30.386259,77.908269,11.4,1.3,4.11,1092,P1
UKD-001671,Earthquake,Evacuation Request,200,63,5,2,13,5,0.16,2.94,Blocked,Severe,0,0,1,1,Critical,1,30.410658,78.26173,30.0,6.99,26.32,269,P1
UKD-003209,Cloudburst,Evacuation Request,72,44,1,1,9,7,2.72,35.11,Blocked,Moderate,0,1,1,1,Moderate,1,30.198993,78.710887,7.16,8.27,21.32,1855,P2
UKD-005435,Earthquake,Trapped People,14,5,1,1,2,3,0.08,1.42,Open,Minor,1,0,1,1,Low,0,28.997014,79.581258,8.32,2.53,3.0,713,P3
UKD-003117,Landslide,Trapped People,101,44,6,2,15,1,0.49,9.19,Partially Blocked,Severe,1,0,1,1,Moderate,0,29.954407,79.730392,11.52,3.63,3.12,438,P2
UKD-004948,Landslide,Damaged House,25,2,0,0,4,1,0.17,5.12,Open,Moderate,1,1,1,0,None,0,30.55607,79.322605,6.54,2.22,13.64,59,P3
UKD-004236,Flood,Waterlogging,20,3,1,2,5,2,2.15,41.15,Partially Blocked,None,1,1,1,0,None,0,30.416063,77.98158,2.76,5.23,4.33,3467,P3
UKD-005342,Cloudburst,Evacuation Request,183,32,0,1,14,9,2.27,46.9,Partially Blocked,Minor,1,0,1,0,None,0,30.078634,78.289599,3.53,3.38,1.19,2594,P3
UKD-003750,Cloudburst,Infrastructure Damage,9,2,1,1,0,0,1.03,20.59,Partially Blocked,Minor,0,1,0,1,Low,1,30.218892,78.359797,3.32,8.8,15.75,433,P2
UKD-004400,Landslide,Infrastructure Damage,10,3,0,0,0,3,0.14,3.26,Partially Blocked,Minor,1,0,1,0,None,0,30.538554,78.559996,12.2,5.63,10.3,87,P3
UKD-002597,Flood,Waterlogging,22,2,1,1,6,2,2.81,66.96,Blocked,Moderate,0,0,1,0,None,0,29.83441,79.823942,3.87,3.62,15.05,158,P2
UKD-004005,Earthquake,Evacuation Request,14,1,0,0,0,4,0.04,0.67,Open,None,1,1,1,1,Low,0,30.347563,78.063248,0.88,0.88,6.29,3662,P3
UKD-002094,Flood,Damaged House,56,7,3,0,8,8,2.89,46.96,Open,Severe,1,0,1,0,None,0,29.687582,79.615942,5.03,4.94,14.05,283,P2
UKD-000734,Landslide,Damaged House,30,8,3,3,6,6,0.65,9.63,Open,Severe,0,0,0,1,Low,0,30.308184,78.901264,7.39,9.84,6.78,435,P1
UKD-003691,Flood,Waterlogging,4,0,0,0,0,0,1.62,39.22,Partially Blocked,None,0,1,0,0,None,0,29.339339,79.497618,5.88,4.54,16.49,354,P2
UKD-004550,Earthquake,Damaged House,76,17,2,2,18,7,0.12,2.4,Partially Blocked,Minor,1,0,0,0,None,0,29.962555,78.288747,2.25,5.21,2.58,2541,P3
UKD-003957,Landslide,Infrastructure Damage,20,2,0,1,0,2,0.26,4.45,Partially Blocked,None,1,1,1,0,None,0,29.923755,78.104232,3.55,4.64,9.46,2248,P2
UKD-005090,Cloudburst,Injured Person,5,2,2,0,1,0,0.41,7.11,Partially Blocked,None,1,1,1,0,None,0,30.210663,77.972559,2.98,4.31,6.8,832,P3
UKD-001841,Landslide,Missing Person,32,5,1,8,3,4,0.55,8.95,Partially Blocked,Moderate,1,0,1,1,Low,1,30.227137,78.138826,4.68,0.2,4.08,2021,P1
UKD-002852,Flood,Trapped People,38,23,4,0,4,3,2.59,41.91,Partially Blocked,Minor,0,0,1,1,Critical,1,29.420912,79.47676,4.79,6.49,2.83,503,P2
UKD-000528,Landslide,Trapped People,19,17,2,0,3,5,0.83,13.16,Blocked,Moderate,0,0,1,0,None,0,30.267669,78.129769,4.93,1.91,2.56,2811,P1
UKD-003304,Flood,Waterlogging,3,0,0,0,0,0,1.18,17.31,Open,None,1,1,1,0,None,0,30.339846,77.963566,3.85,0.31,3.39,2125,P2
UKD-005660,Flood,Waterlogging,19,4,0,0,4,2,2.34,38.38,Open,None,0,1,1,1,Low,0,28.968986,79.540808,4.52,9.66,3.14,1956,P3
UKD-002510,Flood,Trapped People,31,11,2,2,7,2,1.82,44.17,Partially Blocked,Minor,1,1,1,1,Moderate,1,28.962455,79.583936,2.64,0.66,3.05,4509,P2
UKD-002229,Landslide,Trapped People,75,60,1,0,8,5,0.65,9.17,Blocked,Moderate,0,0,1,1,Low,1,30.161909,78.809758,28.45,3.14,13.69,480,P2
UKD-002095,Landslide,Missing Person,55,22,3,9,14,6,0.37,8.05,Partially Blocked,None,0,1,1,1,Moderate,1,30.845866,78.435126,0.64,2.92,19.59,455,P2
UKD-004336,Landslide,Missing Person,56,4,1,10,6,6,0.37,5.02,Open,Minor,1,0,1,1,Low,1,29.402041,79.489592,5.84,3.08,1.93,985,P3
UKD-000804,Cloudburst,Damaged House,15,3,3,1,1,3,1.47,32.9,Partially Blocked,Severe,1,0,1,1,Low,0,30.082646,78.245117,1.62,3.59,1.53,1275,P1
UKD-000858,Cloudburst,Flooded Road,49,18,2,3,10,5,4.2,61.18,Partially Blocked,Moderate,0,1,1,1,Moderate,1,30.563624,78.517084,24.14,6.06,24.29,115,P1
UKD-003471,Flood,Flooded Road,200,31,4,4,10,2,4.32,69.29,Blocked,Moderate,0,0,1,1,Moderate,1,29.668261,79.585639,16.29,4.24,9.44,525,P2
UKD-002419,Flood,Damaged House,12,0,1,0,1,2,1.46,25.13,Open,None,1,1,1,1,Low,0,30.570011,79.468659,4.46,4.91,9.19,336,P2
UKD-002755,Flood,Damaged House,95,38,5,3,13,3,2.41,43.03,Open,Severe,0,0,1,1,Moderate,1,29.907645,78.233389,5.71,0.65,4.75,765,P2
UKD-004680,Landslide,Missing Person,54,21,1,9,13,7,0.6,8.86,Partially Blocked,Moderate,0,1,1,1,Critical,1,30.508221,78.44573,30.0,12.42,14.81,1192,P3
UKD-001644,Earthquake,Trapped People,49,32,4,2,8,8,0.12,3.09,Partially Blocked,None,0,1,1,1,Critical,1,29.878367,79.968897,10.88,4.36,28.34,87,P1
UKD-000220,Flood,Flooded Road,31,10,3,2,6,5,3.6,66.11,Blocked,Minor,0,0,1,1,Low,0,30.295951,79.199903,14.36,20.0,15.97,252,P1
UKD-005175,Earthquake,Evacuation Request,87,36,0,2,8,6,0.14,2.65,Partially Blocked,Minor,0,0,0,0,None,0,30.043999,78.710063,14.66,1.62,2.38,589,P3
UKD-001289,Flood,Flooded Road,41,6,2,0,10,2,3.73,59.61,Blocked,Moderate,0,1,1,1,Low,1,29.367632,79.533627,10.22,1.19,12.95,344,P1
UKD-001116,Flood,Evacuation Request,129,43,1,2,19,6,3.34,48.03,Partially Blocked,Minor,0,0,0,1,Critical,1,30.33858,78.014358,6.56,4.4,6.22,752,P1
UKD-000583,Landslide,Missing Person,105,63,2,5,11,7,0.43,12.46,Blocked,Minor,0,0,1,1,Moderate,1,29.87325,78.073729,4.92,0.66,4.84,1280,P1
UKD-003162,Earthquake,Damaged House,47,3,1,1,9,4,0.04,0.81,Open,None,1,1,1,1,Low,0,30.346803,78.027327,1.83,6.09,0.92,852,P2
UKD-000044,Earthquake,Damaged House,95,30,7,2,17,6,0.18,2.55,Partially Blocked,Severe,1,0,0,1,Moderate,1,29.453014,79.416763,14.15,3.11,14.79,234,P1
UKD-005772,Earthquake,Damaged House,26,2,1,1,5,5,0.06,0.85,Open,Moderate,1,1,1,1,Moderate,0,30.382629,78.19399,5.23,2.17,1.49,3647,P3
UKD-002452,Flood,Missing Person,30,11,2,13,8,6,2.66,54.45,Partially Blocked,Moderate,1,1,0,1,Moderate,1,30.218564,78.847758,10.66,9.62,4.68,218,P2
UKD-005950,Landslide,Infrastructure Damage,2,0,0,0,0,0,0.24,4.06,Open,None,0,1,0,0,None,0,29.39808,79.466501,13.98,4.67,12.93,1833,P3
UKD-001521,Flood,Flooded Road,199,35,5,2,6,7,4.77,92.3,Blocked,None,0,0,0,1,Moderate,1,30.180734,77.9457,5.51,9.38,7.61,1919,P1
UKD-003129,Cloudburst,Trapped People,120,83,3,3,5,9,2.18,52.78,Blocked,Moderate,0,0,1,1,Low,0,29.408742,80.030484,10.99,9.11,8.3,1049,P2
UKD-002132,Flood,Evacuation Request,4,0,0,0,1,0,0.36,5.93,Open,None,1,1,1,0,None,0,29.917801,78.097244,2.43,3.4,3.41,1273,P2
UKD-001745,Cloudburst,Trapped People,80,41,3,3,15,9,3.94,56.05,Partially Blocked,Moderate,1,0,0,1,Critical,0,30.62534,78.44865,15.32,10.55,15.05,216,P1
